blocker_id,blocker_category,blocker_reason,branch_logic_row_number,basin_index,from_raw_id,from_swmm_id,from_expected_source_type,from_expected_hydrology_column,from_match_found,from_hydrology_cell_if_found,from_hydrology_row_if_found,to_raw_id,to_swmm_id,to_expected_source_type,to_expected_hydrology_column,to_match_found,to_hydrology_cell_if_found,to_hydrology_row_if_found,branch_logic_directions_raw,branch_logic_notes_raw,final_interpretation,suggested_user_action
BLK-229-IN_165_8-J_136_8-3,TRUE_MISSING_SOURCE,missing_junction_source,229,5,IN165.8,IN_165_8,inlet,C,true,C517,517,J136.8,J_136_8,junction,B,false,,,"IN165.9 RIGHT, IN165.8 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-229-IN_165_9-J_136_8-1,TRUE_MISSING_SOURCE,missing_junction_source,229,5,IN165.9,IN_165_9,inlet,C,true,C518,518,J136.8,J_136_8,junction,B,false,,,"IN165.9 RIGHT, IN165.8 LEFT",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-229-IN_165_9-J_136_8-2,TRUE_MISSING_SOURCE,missing_junction_source,229,5,IN165.9,IN_165_9,inlet,C,true,C518,518,J136.8,J_136_8,junction,B,false,,,"IN165.9 RIGHT, IN165.8 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-229-IN_165_9-J_136_8-3,TRUE_MISSING_SOURCE,missing_junction_source,229,5,IN165.9,IN_165_9,inlet,C,true,C518,518,J136.8,J_136_8,junction,B,false,,,"IN165.9 RIGHT, IN165.8 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-230-IN_165_6-J_136_7-1,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.6,IN_165_6,inlet,C,true,C513,513,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-230-IN_165_6-J_136_7-2,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.6,IN_165_6,inlet,C,true,C513,513,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-230-IN_165_6-J_136_7-3,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.6,IN_165_6,inlet,C,true,C513,513,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-230-IN_165_7-J_136_7-1,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.7,IN_165_7,inlet,C,true,C514,514,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-230-IN_165_7-J_136_7-2,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.7,IN_165_7,inlet,C,true,C514,514,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-230-IN_165_7-J_136_7-3,TRUE_MISSING_SOURCE,missing_junction_source,230,5,IN165.7,IN_165_7,inlet,C,true,C514,514,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-230-J_136_6-J_136_7-1,TRUE_MISSING_SOURCE,missing_junction_source,230,5,J136.6,J_136_6,junction,B,true,B512,512,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-230-J_136_6-J_136_7-2,TRUE_MISSING_SOURCE,missing_junction_source,230,5,J136.6,J_136_6,junction,B,true,B512,512,J136.7,J_136_7,junction,B,false,,,"IN165.6 LEFT, IN165.7 RIGHT, J136.6 TOP",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-233-J_136_3-J_136_4-1,TRUE_MISSING_SOURCE,missing_junction_source,233,5,J136.3,J_136_3,junction,B,false,,,J136.4,J_136_4,junction,B,true,B509,509,"J136.3 TOP, IN165.4 LEFT",,FROM_NODE_MISSING_IN_HYDROLOGY,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-233-J_136_3-J_136_4-2,TRUE_MISSING_SOURCE,missing_junction_source,233,5,J136.3,J_136_3,junction,B,false,,,J136.4,J_136_4,junction,B,true,B509,509,"J136.3 TOP, IN165.4 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-234-IN_165_3-J_136_3-1,TRUE_MISSING_SOURCE,missing_junction_source,234,5,IN165.3,IN_165_3,inlet,C,true,C506,506,J136.3,J_136_3,junction,B,false,,,"J136.2 TOP, IN165.3 LEFT",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-234-IN_165_3-J_136_3-2,TRUE_MISSING_SOURCE,missing_junction_source,234,5,IN165.3,IN_165_3,inlet,C,true,C506,506,J136.3,J_136_3,junction,B,false,,,"J136.2 TOP, IN165.3 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-234-IN_165_3-J_136_3-3,TRUE_MISSING_SOURCE,missing_junction_source,234,5,IN165.3,IN_165_3,inlet,C,true,C506,506,J136.3,J_136_3,junction,B,false,,,"J136.2 TOP, IN165.3 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-234-J_136_2-J_136_3-1,TRUE_MISSING_SOURCE,missing_junction_source|missing_junction_source,234,5,J136.2,J_136_2,junction,B,false,,,J136.3,J_136_3,junction,B,false,,,"J136.2 TOP, IN165.3 LEFT",,FROM_NODE_MISSING_IN_HYDROLOGY,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-234-J_136_2-J_136_3-2,TRUE_MISSING_SOURCE,missing_junction_source|missing_junction_source,234,5,J136.2,J_136_2,junction,B,false,,,J136.3,J_136_3,junction,B,false,,,"J136.2 TOP, IN165.3 LEFT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-235-IN_165_2-J_136_2-1,TRUE_MISSING_SOURCE,missing_junction_source,235,5,IN165.2,IN_165_2,inlet,C,true,C504,504,J136.2,J_136_2,junction,B,false,,,"IN165.2 TOP, J136.1 RIGHT",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-235-IN_165_2-J_136_2-2,TRUE_MISSING_SOURCE,missing_junction_source,235,5,IN165.2,IN_165_2,inlet,C,true,C504,504,J136.2,J_136_2,junction,B,false,,,"IN165.2 TOP, J136.1 RIGHT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-235-J_136_1-J_136_2-1,TRUE_MISSING_SOURCE,missing_junction_source,235,5,J136.1,J_136_1,junction,B,true,B503,503,J136.2,J_136_2,junction,B,false,,,"IN165.2 TOP, J136.1 RIGHT",,NORMALIZATION_MISMATCH,ADD_SOURCE_LOOKUP_OVERRIDE
BLK-235-J_136_1-J_136_2-2,TRUE_MISSING_SOURCE,missing_junction_source,235,5,J136.1,J_136_1,junction,B,true,B503,503,J136.2,J_136_2,junction,B,false,,,"IN165.2 TOP, J136.1 RIGHT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
BLK-235-J_136_1-J_136_2-3,TRUE_MISSING_SOURCE,missing_junction_source,235,5,J136.1,J_136_1,junction,B,true,B503,503,J136.2,J_136_2,junction,B,false,,,"IN165.2 TOP, J136.1 RIGHT",,STALE_DUPLICATE_BLOCKER_ENTRY,OTHER
