conduit_id,from_node,to_node,slope_ft_per_ft,status,fallback_used,original_match,final_match,notes
IN_121__TO__J_102_4,IN_121,J_102_4,0.001000,ok,false,crown,crown,validated non-negative
J_102_1__TO__J_102_3,J_102_1,J_102_3,0.001000,ok,false,crown,crown,validated non-negative
J_102_2__TO__J_102_3,J_102_2,J_102_3,0.001000,ok,false,crown,crown,validated non-negative
IN_120__TO__J_102_2,IN_120,J_102_2,0.001000,ok,false,crown,crown,validated non-negative
IN_119_2__TO__J_102_1,IN_119_2,J_102_1,0.001000,ok,false,crown,crown,validated non-negative
J_102__TO__J_102_1,J_102,J_102_1,0.001000,ok,false,crown,crown,validated non-negative
IN_119__TO__J_102,IN_119,J_102,0.001000,ok,false,crown,crown,validated non-negative
IN_119_1__TO__J_102,IN_119_1,J_102,0.001000,ok,false,crown,crown,validated non-negative
IN_118__TO__J_101_1,IN_118,J_101_1,0.001000,ok,false,crown,crown,validated non-negative
IN_118_1__TO__J_101_1,IN_118_1,J_101_1,0.001000,ok,false,crown,crown,validated non-negative
J_101__TO__J_101_1,J_101,J_101_1,0.001000,ok,false,crown,crown,validated non-negative
IN_117_2__TO__J_101,IN_117_2,J_101,0.001000,ok,false,crown,crown,validated non-negative
IN_117_1__TO__J_101,IN_117_1,J_101,0.001000,ok,false,crown,crown,validated non-negative
IN_117__TO__J_101,IN_117,J_101,0.001000,ok,false,crown,crown,validated non-negative
J_99__TO__J_100,J_99,J_100,0.001000,ok,false,crown,crown,validated non-negative
J_98__TO__J_100,J_98,J_100,0.001000,ok,false,crown,crown,validated non-negative
IN_116_2__TO__J_99,IN_116_2,J_99,0.001000,ok,false,crown,crown,validated non-negative
IN_116_3__TO__J_99,IN_116_3,J_99,0.001000,ok,false,crown,crown,validated non-negative
IN_116_4__TO__J_99,IN_116_4,J_99,0.001000,ok,false,crown,crown,validated non-negative
IN_116_1__TO__J_98,IN_116_1,J_98,0.001000,ok,false,crown,crown,validated non-negative
J_97_1__TO__J_98,J_97_1,J_98,0.001000,ok,false,crown,crown,validated non-negative
J_96__TO__J_98,J_96,J_98,0.001000,ok,false,crown,crown,validated non-negative
J_97__TO__J_97_1,J_97,J_97_1,0.001000,ok,false,crown,crown,validated non-negative
IN_116_01__TO__J_97_1,IN_116_01,J_97_1,0.001000,ok,false,crown,crown,validated non-negative
IN_116_02__TO__J_97_1,IN_116_02,J_97_1,0.001000,ok,false,crown,crown,validated non-negative
IN_116__TO__J_97,IN_116,J_97,0.001000,ok,false,crown,crown,validated non-negative
J_96_1__TO__J_97,J_96_1,J_97,0.001000,ok,false,crown,crown,validated non-negative
IN_115_1__TO__J_96_1,IN_115_1,J_96_1,0.001000,ok,false,crown,crown,validated non-negative
IN_114__TO__J_96,IN_114,J_96,0.001000,ok,false,crown,crown,validated non-negative
IN_115__TO__J_96,IN_115,J_96,0.001000,ok,false,crown,crown,validated non-negative
J_95_4__TO__J_96,J_95_4,J_96,0.001000,ok,false,crown,crown,validated non-negative
J_95__TO__J_95_4,J_95,J_95_4,0.001000,ok,false,crown,crown,validated non-negative
J_95_3__TO__J_95_4,J_95_3,J_95_4,0.001000,ok,false,crown,crown,validated non-negative
J_95_2__TO__J_95_3,J_95_2,J_95_3,0.001000,ok,false,crown,crown,validated non-negative
J_95_15__TO__J_95_2,J_95_15,J_95_2,0.001000,ok,false,crown,crown,validated non-negative
IN_113__TO__J_95_2,IN_113,J_95_2,0.001000,ok,false,crown,crown,validated non-negative
IN_112_2__TO__J_95_2,IN_112_2,J_95_2,0.001000,ok,false,crown,crown,validated non-negative
J_95_1__TO__J_95_15,J_95_1,J_95_15,0.001000,ok,false,crown,crown,validated non-negative
IN_112_1__TO__J_95_15,IN_112_1,J_95_15,0.001000,ok,false,crown,crown,validated non-negative
IN_112__TO__J_95_1,IN_112,J_95_1,0.001000,ok,false,crown,crown,validated non-negative
J_89__TO__J_95,J_89,J_95,0.001000,ok,false,crown,crown,validated non-negative
J_94_4__TO__J_95,J_94_4,J_95,0.001000,ok,false,crown,crown,validated non-negative
IN_111__TO__J_95,IN_111,J_95,0.001000,ok,false,crown,crown,validated non-negative
J_94_1__TO__J_94_4,J_94_1,J_94_4,0.001000,ok,false,crown,crown,validated non-negative
J_94_2__TO__J_94_4,J_94_2,J_94_4,0.001000,ok,false,crown,crown,validated non-negative
IN_110_1__TO__J_94_2,IN_110_1,J_94_2,0.001000,ok,false,crown,crown,validated non-negative
J_94__TO__J_94_1,J_94,J_94_1,0.001000,ok,false,crown,crown,validated non-negative
J_93__TO__J_94,J_93,J_94,0.001000,ok,false,crown,crown,validated non-negative
IN_109__TO__J_94,IN_109,J_94,0.001000,ok,false,crown,crown,validated non-negative
J_92__TO__J_93,J_92,J_93,0.001000,ok,false,crown,crown,validated non-negative
IN_107__TO__J_93,IN_107,J_93,0.001000,ok,false,crown,crown,validated non-negative
IN_108__TO__J_93,IN_108,J_93,0.001000,ok,false,crown,crown,validated non-negative
J_90_1__TO__J_92,J_90_1,J_92,0.001000,ok,false,crown,crown,validated non-negative
J_91__TO__J_92,J_91,J_92,0.001000,ok,false,crown,crown,validated non-negative
IN_106__TO__J_91,IN_106,J_91,0.001000,ok,false,crown,crown,validated non-negative
IN_106_1__TO__J_91,IN_106_1,J_91,0.001000,ok,false,crown,crown,validated non-negative
J_90__TO__J_90_1,J_90,J_90_1,0.001000,ok,false,crown,crown,validated non-negative
IN_105__TO__J_90_1,IN_105,J_90_1,0.001000,ok,false,crown,crown,validated non-negative
IN_103__TO__J_90,IN_103,J_90,0.001000,ok,false,crown,crown,validated non-negative
IN_104__TO__J_90,IN_104,J_90,0.001000,ok,false,crown,crown,validated non-negative
J_88_1__TO__J_89,J_88_1,J_89,0.001000,ok,false,crown,crown,validated non-negative
IN_102__TO__J_89,IN_102,J_89,0.001000,ok,false,crown,crown,validated non-negative
J_88__TO__J_88_1,J_88,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
J_83_1__TO__J_88_1,J_83_1,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
J_87__TO__J_88_1,J_87,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
IN_101__TO__J_88_1,IN_101,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
IN_100_1__TO__J_88_1,IN_100_1,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
IN_100__TO__J_88,IN_100,J_88,0.001000,ok,false,crown,crown,validated non-negative
J_85__TO__J_87,J_85,J_87,0.001000,ok,false,crown,crown,validated non-negative
J_86__TO__J_87,J_86,J_87,0.001000,ok,false,crown,crown,validated non-negative
IN_99__TO__J_86,IN_99,J_86,0.001000,ok,false,crown,crown,validated non-negative
IN_98__TO__J_86,IN_98,J_86,0.001000,ok,false,crown,crown,validated non-negative
J_84_1__TO__J_85,J_84_1,J_85,0.001000,ok,false,crown,crown,validated non-negative
IN_97__TO__J_85,IN_97,J_85,0.001000,ok,false,crown,crown,validated non-negative
IN_96__TO__J_84_1,IN_96,J_84_1,0.001000,ok,false,crown,crown,validated non-negative
J_84__TO__J_84_1,J_84,J_84_1,0.001000,ok,false,crown,crown,validated non-negative
IN_95__TO__J_84,IN_95,J_84,0.001000,ok,false,crown,crown,validated non-negative
IN_94__TO__J_83_1,IN_94,J_83_1,0.001000,ok,false,crown,crown,validated non-negative
J_83__TO__J_83_1,J_83,J_83_1,0.001000,ok,false,crown,crown,validated non-negative
J_82__TO__J_83,J_82,J_83,0.001000,ok,false,crown,crown,validated non-negative
IN_93__TO__J_83,IN_93,J_83,0.001000,ok,false,crown,crown,validated non-negative
IN_92__TO__J_83,IN_92,J_83,0.001000,ok,false,crown,crown,validated non-negative
IN_90__TO__J_82,IN_90,J_82,0.001000,ok,false,crown,crown,validated non-negative
IN_91__TO__J_82,IN_91,J_82,0.001000,ok,false,crown,crown,validated non-negative
J_81_1__TO__J_82,J_81_1,J_82,0.001000,ok,false,crown,crown,validated non-negative
IN_89__TO__J_81_1,IN_89,J_81_1,0.001000,ok,false,crown,crown,validated non-negative
J_81__TO__J_81_1,J_81,J_81_1,0.001000,ok,false,crown,crown,validated non-negative
J_80__TO__J_81,J_80,J_81,0.001000,ok,false,crown,crown,validated non-negative
IN_87__TO__J_81,IN_87,J_81,0.001000,ok,false,crown,crown,validated non-negative
IN_88__TO__J_81,IN_88,J_81,0.001000,ok,false,crown,crown,validated non-negative
J_79__TO__J_80,J_79,J_80,0.001000,ok,false,crown,crown,validated non-negative
J_78_1__TO__J_80,J_78_1,J_80,0.001000,ok,false,crown,crown,validated non-negative
IN_86__TO__J_79,IN_86,J_79,0.001000,ok,false,crown,crown,validated non-negative
IN_85__TO__J_79,IN_85,J_79,0.001000,ok,false,crown,crown,validated non-negative
J_78__TO__J_78_1,J_78,J_78_1,0.001000,ok,false,crown,crown,validated non-negative
IN_84__TO__J_78_1,IN_84,J_78_1,0.001000,ok,false,crown,crown,validated non-negative
J_76__TO__J_77,J_76,J_77,0.001000,ok,false,crown,crown,validated non-negative
J_75__TO__J_77,J_75,J_77,0.001000,ok,false,crown,crown,validated non-negative
IN_81__TO__J_75,IN_81,J_75,0.001000,ok,false,crown,crown,validated non-negative
IN_79__TO__J_75,IN_79,J_75,0.001000,ok,false,crown,crown,validated non-negative
J_74__TO__J_75,J_74,J_75,0.001000,ok,false,crown,crown,validated non-negative
J_71_9__TO__J_72,J_71_9,J_72,0.001000,ok,false,crown,crown,validated non-negative
J_71_8__TO__J_72,J_71_8,J_72,0.001000,ok,false,crown,crown,validated non-negative
IN_77_6__TO__J_71_8,IN_77_6,J_71_8,0.001000,ok,false,crown,crown,validated non-negative
J_71_6__TO__J_71_7,J_71_6,J_71_7,0.001000,ok,false,crown,crown,validated non-negative
J_71_4__TO__J_71_7,J_71_4,J_71_7,0.001000,ok,false,crown,crown,validated non-negative
IN_77_5__TO__J_71_6,IN_77_5,J_71_6,0.001000,ok,false,crown,crown,validated non-negative
IN_77_3__TO__J_71_5,IN_77_3,J_71_5,0.001000,ok,false,crown,crown,validated non-negative
IN_77_4__TO__J_71_5,IN_77_4,J_71_5,0.001000,ok,false,crown,crown,validated non-negative
J_71_2__TO__J_71_4,J_71_2,J_71_4,0.001000,ok,false,crown,crown,validated non-negative
IN_77__TO__J_71_2,IN_77,J_71_2,0.001000,ok,false,crown,crown,validated non-negative
IN_77_1__TO__J_71_2,IN_77_1,J_71_2,0.001000,ok,false,crown,crown,validated non-negative
J_71__TO__J_71_1,J_71,J_71_1,0.001000,ok,false,crown,crown,validated non-negative
IN_76_5__TO__J_71_1,IN_76_5,J_71_1,0.001000,ok,false,crown,crown,validated non-negative
J_70_4__TO__J_71,J_70_4,J_71,0.001000,ok,false,crown,crown,validated non-negative
IN_76_43__TO__J_70_4,IN_76_43,J_70_4,0.001000,ok,false,crown,crown,validated non-negative
J_70_3__TO__J_70_4,J_70_3,J_70_4,0.001000,ok,false,crown,crown,validated non-negative
IN_76_42__TO__J_70_3,IN_76_42,J_70_3,0.001000,ok,false,crown,crown,validated non-negative
IN_76_41__TO__J_70_3,IN_76_41,J_70_3,0.001000,ok,false,crown,crown,validated non-negative
J_70_1__TO__J_70_2,J_70_1,J_70_2,0.001000,ok,false,crown,crown,validated non-negative
IN_76_1__TO__J_70,IN_76_1,J_70,0.001000,ok,false,crown,crown,validated non-negative
IN_76_2__TO__J_70,IN_76_2,J_70,0.001000,ok,false,crown,crown,validated non-negative
J_68_1__TO__J_69,J_68_1,J_69,0.001000,ok,false,crown,crown,validated non-negative
J_68_05__TO__J_69,J_68_05,J_69,0.001000,ok,false,crown,crown,validated non-negative
IN_75_3__TO__J_68,IN_75_3,J_68,0.001000,ok,false,crown,crown,validated non-negative
IN_75_4__TO__J_68,IN_75_4,J_68,0.001000,ok,false,crown,crown,validated non-negative
IN_75_5__TO__J_68_1,IN_75_5,J_68_1,0.001000,ok,false,crown,crown,validated non-negative
IN_75_6__TO__J_68_1,IN_75_6,J_68_1,0.001000,ok,false,crown,crown,validated non-negative
J_65_25__TO__J_65_3,J_65_25,J_65_3,0.001000,ok,false,crown,crown,validated non-negative
IN_75_2__TO__J_65_2,IN_75_2,J_65_2,0.001000,ok,false,crown,crown,validated non-negative
IN_75_1__TO__J_65_2,IN_75_1,J_65_2,0.001000,ok,false,crown,crown,validated non-negative
IN_75__TO__J_65_1,IN_75,J_65_1,0.001000,ok,false,crown,crown,validated non-negative
IN_74__TO__J_65_1,IN_74,J_65_1,0.001000,ok,false,crown,crown,validated non-negative
IN_67__TO__J_65,IN_67,J_65,0.001000,ok,false,crown,crown,validated non-negative
J_63__TO__J_65,J_63,J_65,0.001000,ok,false,crown,crown,validated non-negative
IN_62__TO__J_63,IN_62,J_63,0.001000,ok,false,crown,crown,validated non-negative
IN_63__TO__J_63,IN_63,J_63,0.001000,ok,false,crown,crown,validated non-negative
J_61__TO__J_62,J_61,J_62,0.001000,ok,false,crown,crown,validated non-negative
IN_60__TO__J_61,IN_60,J_61,0.001000,ok,false,crown,crown,validated non-negative
IN_61__TO__J_61,IN_61,J_61,0.001000,ok,false,crown,crown,validated non-negative
J_54__TO__J_57,J_54,J_57,0.001000,ok,false,crown,crown,validated non-negative
IN_57__TO__J_57,IN_57,J_57,0.001000,ok,false,crown,crown,validated non-negative
IN_56__TO__J_55,IN_56,J_55,0.001000,ok,false,crown,crown,validated non-negative
IN_56_1__TO__J_55,IN_56_1,J_55,0.001000,ok,false,crown,crown,validated non-negative
IN_54__TO__J_54,IN_54,J_54,0.001000,ok,false,crown,crown,validated non-negative
IN_55__TO__J_54,IN_55,J_54,0.001000,ok,false,crown,crown,validated non-negative
J_52__TO__J_53,J_52,J_53,0.001000,ok,false,crown,crown,validated non-negative
IN_52_1__TO__J_52,IN_52_1,J_52,0.001000,ok,false,crown,crown,validated non-negative
IN_53__TO__J_52,IN_53,J_52,0.001000,ok,false,crown,crown,validated non-negative
J_50__TO__J_51,J_50,J_51,0.001000,ok,false,crown,crown,validated non-negative
J_49__TO__J_51,J_49,J_51,0.001000,ok,false,crown,crown,validated non-negative
IN_50__TO__J_49,IN_50,J_49,0.001000,ok,false,crown,crown,validated non-negative
J_47__TO__J_48,J_47,J_48,0.001000,ok,false,crown,crown,validated non-negative
IN_49__TO__J_47,IN_49,J_47,0.001000,ok,false,crown,crown,validated non-negative
IN_47__TO__J_46,IN_47,J_46,0.001000,ok,false,crown,crown,validated non-negative
J_45__TO__J_46,J_45,J_46,0.001000,ok,false,crown,crown,validated non-negative
IN_46__TO__J_45,IN_46,J_45,0.001000,ok,false,crown,crown,validated non-negative
J_43__TO__J_44,J_43,J_44,0.001000,ok,false,crown,crown,validated non-negative
IN_45__TO__J_44,IN_45,J_44,0.001000,ok,false,crown,crown,validated non-negative
J_41__TO__J_42,J_41,J_42,0.001000,ok,false,crown,crown,validated non-negative
J_39__TO__J_42,J_39,J_42,0.001000,ok,false,crown,crown,validated non-negative
IN_43_1__TO__J_41,IN_43_1,J_41,0.001000,ok,false,crown,crown,validated non-negative
IN_43__TO__J_41,IN_43,J_41,0.001000,ok,false,crown,crown,validated non-negative
J_38__TO__J_39,J_38,J_39,0.001000,ok,false,crown,crown,validated non-negative
IN_41__TO__J_38,IN_41,J_38,0.001000,ok,false,crown,crown,validated non-negative
J_36__TO__J_37,J_36,J_37,0.001000,ok,false,crown,crown,validated non-negative
J_34__TO__J_35,J_34,J_35,0.001000,ok,false,crown,crown,validated non-negative
IN_38__TO__J_35,IN_38,J_35,0.001000,ok,false,crown,crown,validated non-negative
J_33__TO__J_34,J_33,J_34,0.001000,ok,false,crown,crown,validated non-negative
IN_35__TO__J_32,IN_35,J_32,0.001000,ok,false,crown,crown,validated non-negative
IN_36__TO__J_32,IN_36,J_32,0.001000,ok,false,crown,crown,validated non-negative
J_30__TO__J_31,J_30,J_31,0.001000,ok,false,crown,crown,validated non-negative
J_28__TO__J_29,J_28,J_29,0.001000,ok,false,crown,crown,validated non-negative
J_26__TO__J_29,J_26,J_29,0.001000,ok,false,crown,crown,validated non-negative
IN_33__TO__J_28,IN_33,J_28,0.001000,ok,false,crown,crown,validated non-negative
IN_32__TO__J_27_1,IN_32,J_27_1,0.001000,ok,false,crown,crown,validated non-negative
IN_31__TO__J_27,IN_31,J_27,0.001000,ok,false,crown,crown,validated non-negative
IN_30_1__TO__J_26_1,IN_30_1,J_26_1,0.001000,ok,false,crown,crown,validated non-negative
IN_30__TO__J_26,IN_30,J_26,0.001000,ok,false,crown,crown,validated non-negative
J_24__TO__J_25,J_24,J_25,0.001000,ok,false,crown,crown,validated non-negative
IN_28__TO__J_24,IN_28,J_24,0.001000,ok,false,crown,crown,validated non-negative
IN_29__TO__J_24,IN_29,J_24,0.001000,ok,false,crown,crown,validated non-negative
J_22__TO__J_23,J_22,J_23,0.001000,ok,false,crown,crown,validated non-negative
IN_26__TO__J_22,IN_26,J_22,0.001000,ok,false,crown,crown,validated non-negative
IN_27__TO__J_22,IN_27,J_22,0.001000,ok,false,crown,crown,validated non-negative
J_20__TO__J_21,J_20,J_21,0.001000,ok,false,crown,crown,validated non-negative
IN_25__TO__J_21,IN_25,J_21,0.001000,ok,false,crown,crown,validated non-negative
J_19__TO__J_20,J_19,J_20,0.001000,ok,false,crown,crown,validated non-negative
IN_23__TO__J_19,IN_23,J_19,0.001000,ok,false,crown,crown,validated non-negative
IN_24__TO__J_19,IN_24,J_19,0.001000,ok,false,crown,crown,validated non-negative
J_17__TO__J_18,J_17,J_18,0.001000,ok,false,crown,crown,validated non-negative
IN_22__TO__J_17,IN_22,J_17,0.001000,ok,false,crown,crown,validated non-negative
IN_21__TO__J_17,IN_21,J_17,0.001000,ok,false,crown,crown,validated non-negative
IN_19__TO__J_16,IN_19,J_16,0.001000,ok,false,crown,crown,validated non-negative
IN_20__TO__J_16,IN_20,J_16,0.001000,ok,false,crown,crown,validated non-negative
J_14__TO__J_15,J_14,J_15,0.001000,ok,false,crown,crown,validated non-negative
J_13__TO__J_15,J_13,J_15,0.001000,ok,false,crown,crown,validated non-negative
J_12__TO__J_13,J_12,J_13,0.001000,ok,false,crown,crown,validated non-negative
IN_15__TO__J_11,IN_15,J_11,0.001000,ok,false,crown,crown,validated non-negative
J_8__TO__J_9,J_8,J_9,0.001000,ok,false,crown,crown,validated non-negative
IN_12__TO__J_8,IN_12,J_8,0.001000,ok,false,crown,crown,validated non-negative
IN_13__TO__J_8,IN_13,J_8,0.001000,ok,false,crown,crown,validated non-negative
J_7__TO__J_7_1,J_7,J_7_1,0.001000,ok,false,crown,crown,validated non-negative
IN_10__TO__J_6_1,IN_10,J_6_1,0.001000,ok,false,crown,crown,validated non-negative
J_5__TO__J_6,J_5,J_6,0.001000,ok,false,crown,crown,validated non-negative
J_3__TO__J_6,J_3,J_6,0.001000,ok,false,crown,crown,validated non-negative
IN_8__TO__J_5,IN_8,J_5,0.001000,ok,false,crown,crown,validated non-negative
IN_6__TO__J_4_1,IN_6,J_4_1,0.001000,ok,false,crown,crown,validated non-negative
IN_7__TO__J_4_1,IN_7,J_4_1,0.001000,ok,false,crown,crown,validated non-negative
J_2__TO__J_3,J_2,J_3,0.001000,ok,false,crown,crown,validated non-negative
IN_3__TO__J_2,IN_3,J_2,0.001000,ok,false,crown,crown,validated non-negative
IN_1__TO__J_1,IN_1,J_1,0.001000,ok,false,crown,crown,validated non-negative
IN_2__TO__J_1,IN_2,J_1,0.001000,ok,false,crown,crown,validated non-negative
J_133__TO__J_134,J_133,J_134,0.001000,ok,false,crown,crown,validated non-negative
J_132_1__TO__J_133,J_132_1,J_133,0.001000,ok,false,crown,crown,validated non-negative
J_100__TO__J_132,J_100,J_132,0.001000,ok,false,crown,crown,validated non-negative
IN_159__TO__J_131,IN_159,J_131,0.001000,ok,false,crown,crown,validated non-negative
J_129__TO__J_130,J_129,J_130,0.001000,ok,false,crown,crown,validated non-negative
IN_157__TO__J_129,IN_157,J_129,0.001000,ok,false,crown,crown,validated non-negative
IN_158__TO__J_129,IN_158,J_129,0.001000,ok,false,crown,crown,validated non-negative
J_127__TO__J_128,J_127,J_128,0.001000,ok,false,crown,crown,validated non-negative
IN_156__TO__J_128,IN_156,J_128,0.001000,ok,false,crown,crown,validated non-negative
IN_155__TO__J_128,IN_155,J_128,0.001000,ok,false,crown,crown,validated non-negative
J_126__TO__J_127,J_126,J_127,0.001000,ok,false,crown,crown,validated non-negative
J_124__TO__J_127,J_124,J_127,0.001000,ok,false,crown,crown,validated non-negative
IN_153__TO__J_126,IN_153,J_126,0.001000,ok,false,crown,crown,validated non-negative
IN_154__TO__J_126,IN_154,J_126,0.001000,ok,false,crown,crown,validated non-negative
IN_151__TO__J_124,IN_151,J_124,0.001000,ok,false,crown,crown,validated non-negative
J_122__TO__J_123,J_122,J_123,0.001000,ok,false,crown,crown,validated non-negative
IN_148__TO__J_122,IN_148,J_122,0.001000,ok,false,crown,crown,validated non-negative
IN_149__TO__J_122,IN_149,J_122,0.001000,ok,false,crown,crown,validated non-negative
J_120__TO__J_121,J_120,J_121,0.001000,ok,false,crown,crown,validated non-negative
IN_147__TO__J_121,IN_147,J_121,0.001000,ok,false,crown,crown,validated non-negative
J_118__TO__J_119,J_118,J_119,0.001000,ok,false,crown,crown,validated non-negative
IN_144__TO__J_118,IN_144,J_118,0.001000,ok,false,crown,crown,validated non-negative
IN_145__TO__J_118,IN_145,J_118,0.001000,ok,false,crown,crown,validated non-negative
J_116__TO__J_117,J_116,J_117,0.001000,ok,false,crown,crown,validated non-negative
J_115__TO__J_117,J_115,J_117,0.001000,ok,false,crown,crown,validated non-negative
J_113_2__TO__J_115,J_113_2,J_115,0.001000,ok,false,crown,crown,validated non-negative
J_114_2__TO__J_115,J_114_2,J_115,0.001000,ok,false,crown,crown,validated non-negative
IN_139__TO__J_114_2,IN_139,J_114_2,0.001000,ok,false,crown,crown,validated non-negative
IN_137_1__TO__J_114,IN_137_1,J_114,0.001000,ok,false,crown,crown,validated non-negative
IN_137__TO__J_114,IN_137,J_114,0.001000,ok,false,crown,crown,validated non-negative
IN_140__TO__J_113_2,IN_140,J_113_2,0.001000,ok,false,crown,crown,validated non-negative
IN_136__TO__J_113_1,IN_136,J_113_1,0.001000,ok,false,crown,crown,validated non-negative
J_112__TO__J_113,J_112,J_113,0.001000,ok,false,crown,crown,validated non-negative
IN_134__TO__J_112,IN_134,J_112,0.001000,ok,false,crown,crown,validated non-negative
IN_133__TO__J_112,IN_133,J_112,0.001000,ok,false,crown,crown,validated non-negative
IN_131__TO__J_111,IN_131,J_111,0.001000,ok,false,crown,crown,validated non-negative
IN_132__TO__J_111,IN_132,J_111,0.001000,ok,false,crown,crown,validated non-negative
IN_130_4__TO__J_110_3,IN_130_4,J_110_3,0.001000,ok,false,crown,crown,validated non-negative
IN_130_5__TO__J_110_3,IN_130_5,J_110_3,0.001000,ok,false,crown,crown,validated non-negative
J_110_1__TO__J_110_2,J_110_1,J_110_2,0.001000,ok,false,crown,crown,validated non-negative
J_110__TO__J_110_2,J_110,J_110_2,0.001000,ok,false,crown,crown,validated non-negative
IN_130_2__TO__J_110_1,IN_130_2,J_110_1,0.001000,ok,false,crown,crown,validated non-negative
IN_130_3__TO__J_110_1,IN_130_3,J_110_1,0.001000,ok,false,crown,crown,validated non-negative
J_108_4__TO__J_110,J_108_4,J_110,0.001000,ok,false,crown,crown,validated non-negative
J_109_2__TO__J_110,J_109_2,J_110,0.001000,ok,false,crown,crown,validated non-negative
IN_130_1__TO__J_109_2,IN_130_1,J_109_2,0.001000,ok,false,crown,crown,validated non-negative
J_109_1__TO__J_109_2,J_109_1,J_109_2,0.001000,ok,false,crown,crown,validated non-negative
IN_129_2__TO__J_109_1,IN_129_2,J_109_1,0.001000,ok,false,crown,crown,validated non-negative
IN_129__TO__J_109,IN_129,J_109,0.001000,ok,false,crown,crown,validated non-negative
IN_129_1__TO__J_109,IN_129_1,J_109,0.001000,ok,false,crown,crown,validated non-negative
J_108_1__TO__J_108_4,J_108_1,J_108_4,0.001000,ok,false,crown,crown,validated non-negative
J_108_3__TO__J_108_4,J_108_3,J_108_4,0.001000,ok,false,crown,crown,validated non-negative
IN_128_2__TO__J_108_3,IN_128_2,J_108_3,0.001000,ok,false,crown,crown,validated non-negative
IN_128_1__TO__J_108_2,IN_128_1,J_108_2,0.001000,ok,false,crown,crown,validated non-negative
IN_127_2__TO__J_108_1,IN_127_2,J_108_1,0.001000,ok,false,crown,crown,validated non-negative
IN_127_1__TO__J_108,IN_127_1,J_108,0.001000,ok,false,crown,crown,validated non-negative
J_106__TO__J_107,J_106,J_107,0.001000,ok,false,crown,crown,validated non-negative
J_104__TO__J_107,J_104,J_107,0.001000,ok,false,crown,crown,validated non-negative
IN_125__TO__J_106,IN_125,J_106,0.001000,ok,false,crown,crown,validated non-negative
IN_126__TO__J_106,IN_126,J_106,0.001000,ok,false,crown,crown,validated non-negative
J_105_2__TO__J_105_4,J_105_2,J_105_4,0.001000,ok,false,crown,crown,validated non-negative
J_105_3__TO__J_105_4,J_105_3,J_105_4,0.001000,ok,false,crown,crown,validated non-negative
IN_124_5__TO__J_105_3,IN_124_5,J_105_3,0.001000,ok,false,crown,crown,validated non-negative
IN_124_6__TO__J_105_3,IN_124_6,J_105_3,0.001000,ok,false,crown,crown,validated non-negative
IN_124_3__TO__J_105_2,IN_124_3,J_105_2,0.001000,ok,false,crown,crown,validated non-negative
IN_124_4__TO__J_105_2,IN_124_4,J_105_2,0.001000,ok,false,crown,crown,validated non-negative
J_105__TO__J_105_1,J_105,J_105_1,0.001000,ok,false,crown,crown,validated non-negative
IN_124_2__TO__J_105_1,IN_124_2,J_105_1,0.001000,ok,false,crown,crown,validated non-negative
IN_124__TO__J_105,IN_124,J_105,0.001000,ok,false,crown,crown,validated non-negative
IN_124_1__TO__J_105,IN_124_1,J_105,0.001000,ok,false,crown,crown,validated non-negative
J_103_5__TO__J_104,J_103_5,J_104,0.001000,ok,false,crown,crown,validated non-negative
IN_123_2__TO__J_103_4,IN_123_2,J_103_4,0.001000,ok,false,crown,crown,validated non-negative
IN_123_3__TO__J_103_4,IN_123_3,J_103_4,0.001000,ok,false,crown,crown,validated non-negative
J_103_2__TO__J_103_3,J_103_2,J_103_3,0.001000,ok,false,crown,crown,validated non-negative
J_103_1__TO__J_103_2,J_103_1,J_103_2,0.001000,ok,false,crown,crown,validated non-negative
IN_123__TO__J_103_1,IN_123,J_103_1,0.001000,ok,false,crown,crown,validated non-negative
IN_123_1__TO__J_103_1,IN_123_1,J_103_1,0.001000,ok,false,crown,crown,validated non-negative
IN_122_1__TO__J_103,IN_122_1,J_103,0.001000,ok,false,crown,crown,validated non-negative
IN_122_2__TO__J_103,IN_122_2,J_103,0.001000,ok,false,crown,crown,validated non-negative
IN_121__TO__J_102_4,IN_121,J_102_4,0.001000,ok,false,crown,crown,validated non-negative
J_102_2__TO__J_102_3,J_102_2,J_102_3,0.001000,ok,false,crown,crown,validated non-negative
IN_119_2__TO__J_102_1,IN_119_2,J_102_1,0.001000,ok,false,crown,crown,validated non-negative
IN_119__TO__J_102,IN_119,J_102,0.001000,ok,false,crown,crown,validated non-negative
IN_119_1__TO__J_102,IN_119_1,J_102,0.001000,ok,false,crown,crown,validated non-negative
IN_118__TO__J_101_1,IN_118,J_101_1,0.001000,ok,false,crown,crown,validated non-negative
IN_118_1__TO__J_101_1,IN_118_1,J_101_1,0.001000,ok,false,crown,crown,validated non-negative
IN_117_2__TO__J_101,IN_117_2,J_101,0.001000,ok,false,crown,crown,validated non-negative
IN_117_1__TO__J_101,IN_117_1,J_101,0.001000,ok,false,crown,crown,validated non-negative
J_99__TO__J_100,J_99,J_100,0.001000,ok,false,crown,crown,validated non-negative
